"Project name","Tromso herbarium code","BOLD code","Species","Family","NCBI TaxonID","NCBI corrected TaxonID","NCBI TaxonID note","Collection date","Collection month","Sample collector","Country","Sampling location","Sampling latitude","Sampling longitude","Sample age when extracted","Weight of extracted material","Extraction concentration (ng/uL)","library","read_count","Chloroplast length","Chloroplast contigs","Chloroplast coverage","nrDNA length","nrDNA contigs","nrDNA coverage"
"batch01","TROM_V_172470","TROM_V_172470_sg","Serratula tinctoria","Asteraceae",65004,65004,,05/09/1970,"September","Jette Svendsen,","Denmark","Denmark, Lolland: Krambes Havn.,",54.64,11.536,47,0.0254,52.6,"BXA:CHX",8635116,152902,1,178.3,6051,1,194.1
"batch01","TROM_V_112905","TROM_V_112905_sg","Silene noctiflora","Caryophyllaceae",39899,39899,,06/08/1986,"August","Hartvig Saetra,","Finland","Finland, Enontekioen Lappi, [Lapponia Enontekiensis] Peera. Vegkant naer bebyggelse.",68.394,23.668,32,0.0249,5.24,"CDM:AHO",14751452,131306,1,223.5,0,0,226.1
"batch01","TROM_V_112883","TROM_V_112883_sg","Silene otites","Caryophyllaceae",42039,42039,,23/06/1973,"June","Harald Knutz,","Denmark","Denmark, Gronningen pa Fano (distr 27). Vestjylland.",55.408,8.39,44,0.0231,40.8,"BXA:CHU",9589754,123338,1,177.2,9469,1,143.2
"batch01","TROM_V_170159","TROM_V_170159_sg","sisymbrium officinale","Brassicaceae",203582,203582,,31/07/1970,"July","Jette Svendsen,","Denmark","Denmark, Zealand: Dyrehaven, Copenhagen. Roadside:",55.673,12.518,48,0.0191,27.8,"BXA:CHT",7966772,153915,1,441.1,"NA","NA","NA"
"batch01","TROM_V_142833","TROM_V_142833_sg","sonchus palustris","Asteraceae",50210,50210,,25/08/1971,"August","Jette Svendsen,","Denmark","Denmark, Zealand: Avedore Holme near Copenhagen. Waste pla-",55.6101,12.463,47,0.02,17.8,"BXA:CHR",8576354,152485,1,155.4,"NA","NA","NA"
"batch01","TROM_V_148964","TROM_V_148964_sg","Spiraea chamaedryfolia","Rosaceae",701263,701263,,02/07/2003,"July","Solveig Bjerke Gamst,","Norway","Norway, Troms, Tromso, Kvaloya: Karvesletta.",69.687,18.8332,15,0.0247,1.82,"BXA:BRS",7295628,130190,4,302.1,"NA","NA","NA"
"batch01","TROM_V_90143","TROM_V_90143_sg","Tephroseris yukonensis","Asteraceae",152003,152003,,08/08/1953,"August","Olav Gjaerevoll,","United States","United States, Alaska, Central Yukon R. district: Sourdough Mts.",61.413,-142.732,65,0.0411,60,"CDM:ABU",8840392,301492,1,34.5,"NA","NA","NA"
"batch01","TROM_V_167013","TROM_V_167013_sg","Thelypteris palustris","Thelypteridaceae",29618,29618,,18/07/1986,"July","Kalevi Alho, Unto Laine,","Finland","Finland, Varsinais-Suomi",60.579,22.4071,32,0.0175,29.5,"CDM:AVI",11725696,152181,35,28.2,8032,1,43.8
"batch01","TROM_V_170117","TROM_V_170117_sg","Drabella muralis","Brassicaceae",208932,208932,,23/06/1971,"June","Harald Knutz,","Sweden","Sweden, Orebro, Naer stranden ved Seby.",56.3413,16.5326,46,0.0111,3.46,"CDM:AIA",9803890,181704,58,39.9,8287,1,1043.5
"batch01","TROM_V_201866","TROM_V_201866_sg","Triantha occidentalis","Tofieldiaceae",552844,552844,,28/06/1936,"June","Ingv. L. Norberg,","United States","United States, Alaska, Prince William SD: Hinchinbrook J.",60.4143,-146.5772,81,0.0195,3.72,"CDM:AJU",10431568,128524,11,253.9,8201,1,371.3
"batch01","TROM_V_85570","TROM_V_85570_sg","Diphasiastrum complanatum","Lycopodiaceae",34168,34168,,29/09/1995,"September","Ilkka Kukkonen, K.A. Nurmi,","Finland","Finland, Satakunta, St. Saekylae, Iso-Saekylae village, Saekylae esker. C.200 m army shooting range, by road across the esker. 27degE 67782:2569.",61.062,22.324,23,0.0397,3.24,"CDM:APQ",8886536,148704,53,51.9,"NA","NA","NA"
"batch01","TROM_V_108162","TROM_V_108162_sg","Echinochloa crus-galli","Poaceae",90397,90397,,01/08/1930,"August","Peter Benum, ,","Norway","Norway, Nord-Trondelag",63.7461,11.2977,88,0.0198,1.12,"CDM:API",10508412,139854,1,94.2,8218,1,483.1
"batch01","TROM_V_58805","TROM_V_58805_sg","Thuja plicata","Cupressaceae",3316,3316,,12/06/1964,"June","Oyvind Holst Grimsgard,","Sweden","Sweden, Orebro, Oeland.",56.6644,16.611,54,0.0221,12.7,"CDM:ATC",6455600,40492,17,10.5,8407,1,13.7
"batch01","TROM_V_170887","TROM_V_170887_sg","Urtica dioica","Urticaceae",3501,3501,,06/08/1970,"August","Svendsen, Jette","Denmark","Denmark, Zealand: Dyrehaven, Copenhagen",55.8,12.57,48,0.037,11.2,"CDM:AMS",10714884,"NA","NA","NA",6311,1,563.8
"batch01","TROM_V_163566","TROM_V_163566_sg","Hippocrepis emerus","Fabaceae",72429,72429,,21/06/1970,"June","B. Vorren, ,","Sweden","Sweden, Gotland, Kraklingbo, Torsburgen",57.41,18.72,48,0.0209,23.2,"CDM:ABI",8809944,151130,1,225.1,"NA","NA","NA"
"batch01","TROM_V_148646","TROM_V_148646_sg","Euphorbia cyparissias","Euphorbiaceae",38844,38844,,24/06/1905,"June","Rydningen, Kjell Johnny","Norway","Norway, Finnmark, Hammerfest, Kvaloya: Stromsneskrysset, Akkarfjord.",70.6132,23.6487,15,0.0215,80.8,"BXA:AKT",12358160,133685,10,134.5,9933,1,1528.2
"batch01","TROM_V_133154","TROM_V_133154_sg","Anemone hepatica","Ranunculaceae",168011,168011,,01/05/2004,"May","Morkved, Brynhild","Norway","Norway, Harstad, Troms, Grytoya. Knausen, Forvillet utafor hagen til Borghild og Hanna Heide",68.876,16.5292,13,0.0254,110,"CDM:ABJ",7456630,120082,16,11.4,"NA","NA","NA"
"batch01","TROM_V_59344","TROM_V_59344_sg","rosa canina","Rosaceae",74635,74635,,27/06/1996,"June","Vagen, Inger; Engelskjon, Torstein","Norway","Norway, Flekkefjord, Vest-Agder, Hidra : Flekkefjord: Barlastskuffa, Rasvagen, Hidra.",58.2176,6.5742,22,0.0264,29.8,"BXA:CII",10908022,128890,13,19.6,"NA","NA","NA"
"batch01","TROM_V_59409","TROM_V_59409_sg","Rumex sp","Polygonaceae",3618,3618,,05/07/1996,"July","Engelskjon, Torstein; Vagen, Inger","Norway","Norway, Sokndal, Rogaland, Lund: Helvetesfossen i ana-Sira.",58.2964,6.4664,22,0.0391,15.4,"BXA:CIG",7187408,126827,18,17.8,"NA","NA","NA"
"batch01","TROM_V_64149","TROM_V_64149_sg","Rumex sp","Polygonaceae",3618,3618,,14/07/1997,"July","Engelskjon, Torstein; Grimsby, P.; Vagen, Inger","Norway","Norway, Flekkefjord, Vest-Agder, Hidra : Valasbakkene.",58.2336,6.5391,20,0.0241,20.2,"BXA:CIH",9619566,129246,6,138.3,6780,1,53.3
"batch01","TROM_V_9587","TROM_V_9587_sg","Rumex sp","Polygonaceae",3618,3618,,31/08/1987,"August","Elven, Reidar; Edvardsen, Hanne","Norway","Norway, Donna, Nordland, asvaer: Buroya.",66.2297,12.2091,30,0.0153,21.6,"BXA:CIJ",7519292,159140,1,173,6955,1,28
"batch01","TROM_V_148605","TROM_V_148605_sg","Elymus sp.","Poaceae",15492,15492,"Used the TaxonID from Elymus",21/07/2002,"juli","Alm, Torbjorn; Gamst, Unni Bjerke","Norway","Norway, Batsfjord, Finnmark, Varangerhalvoya: Ytre Syltevika, Svartnesbruna, ved Kristenvannet.",70.5436,30.4157,14,0.0181,98,"BMB:KP",12568420,135018,1,53.8,6507,1,186.2
"batch01","TROM_V_700160","TROM_V_700160_sg","Lysimachia thyrsiflora","Primulaceae",174664,174664,,24/07/2008,"juli","Hanssen, Even W.; Braathen, Reidun","Norway","Norway, Fauske, Nordland, Liosen.",67.2682,15.3589,8,0.0221,8.5,"BMB:EB",8907424,"NA","NA","NA",7222,1,57
"batch01","TROM_V_173327","TROM_V_173327_sg","Cynoglossum officinale","Boraginaceae",181189,181189,,26/09/1979,"September","Klauman,","Norway","Norway, Vest-Agder, Kristiansand, Christianssand.",58.1602,8.019,38,0.0294,5.04,"CDM:AKI",4803900,400,1,16.1,"NA","NA","NA"
"batch01","TROM_V_201828","TROM_V_201828_sg","Astragalus umbellatus","Fabaceae",90225,90225,,28/07/1972,"July","Knaben, Gunvor","United States","United States, Alaska, Alaska Range: Richardson Highway, east of Rainbow Mountain at the radio station.",63.3085,-145.63,45,0.0252,17.4,"BXA:CDU",10145964,123163,1,114.7,8057,1,335.6
"batch01","TROM_V_92927","TROM_V_92927_sg","Chamerion latifolium","Onagraceae",33138,33138,,01/09/2004,"September","Westergaard, Kristine","Canada","Canada, Depot Bay.",72.0156,-94.23,13,0.0226,20,"BXA:CDM",11263390,134641,29,43.2,8100,1,932.6
"batch01","TROM_V_90988","TROM_V_90988_sg","Draba oblongata","Brassicaceae",311958,311958,,21/07/1983,"July","Feilberg, Jon","Greenland","Greenland, W Greenland: N Disko, Kugangup ivnarta.",70.2833,-53.8833,34,0.035,19.4,"BXA:CDA",11211578,153647,1,400.3,8459,1,592.7
"batch01","TROM_V_355005","TROM_V_355005_sg","Vaccinium uliginosum","Ericaceae",190548,190548,,15/08/2000,"August","I. Alvarez,","Spain","Spain, Spain, Pyrenees, Lerida, Barruera",42.5167,0.85,17,0.0266,2.74,"CDM:APX",3871700,"NA","NA","NA",8238,1,204.4
"batch01","TROM_V_355004","TROM_V_355004_sg","Vaccinium uliginosum","Ericaceae",190548,190548,,24/07/1978,"July","Jae, Im Rok","North Korea","North Korea, Ryang-gang do, Mt. Paekdu-san",42,128.1,40,0.0212,2.62,"CDM:APW",13162068,"NA","NA","NA",7841,1,604.8
"batch01","TROM_V_135767","TROM_V_135767_sg","Cerastium fontanum","Caryophyllaceae",230722,230722,,25/07/1965,"July","Carlo Hansen, P. Milan Petersen,","Greenland","Greenland, Groenlandia meridionalis, Chr. IV Island, Qasiissat nua.",60.1167,-44.0833,53,0.0293,9.9,"CDM:AGT",9267302,148734,1,60.1,10054,1,192.5
"batch01","TROM_V_135802","TROM_V_135802_sg","Erysimum inconspicuum","Brassicaceae",910636,910636,,20/06/1906,"June","Haussen, Goffret","United States","United States, Alaska, Arct. America. King Point.",61.1333,-149.917,112,0.0549,14.9,"CDM:ALK",11152870,154633,1,401.2,"NA","NA","NA"
"batch01","TROM_V_147957","TROM_V_147957_sg","Festuca altissima","Poaceae",145835,145835,,28/06/2002,"June","Gaarder, Geir","Norway","Norway, Nordland, Bindal, Reppen.",65.1387,12.4384,15,0.0254,100,"BXA:APR",4594506,112518,6,15.8,7399,1,155.7
"batch01","TROM_V_74568","TROM_V_74568_sg","Festuca prolifera","Poaceae",1301364,1301364,,06/12/1999,"December","Skoglund, Trond: Brattland, Eli: Fagertun, Thor","Norway","Norway, Nordland, Meloy, Engenbreen, V for breen.",66.6911,13.743,18,0.0159,68.6,"BXA:APK",11328560,"NA","NA","NA",6140,1,24.3
"batch01","TROM_V_964579","TROM_V_964579_sg","Hypericum maculatum","Hypericaceae",269006,269006,,13/09/2009,"September","Alm, Torbjorn","Norway","Norway, Finnmark, Sor-Varanger, Bokfjorden: Jakobsnes.",69.733,30.1158,8,0.0165,37.2,"BXA:CMC",7501410,104979,1,279,8534,1,834.4
"batch01","TROM_V_109902","TROM_V_109902_sg","Agropyron cristatum","Poaceae",4593,4593,,18/06/1963,"June","V.J. Oinonen,","Finland","Finland, Uusimaa, [Nylandia] N. Helsinki. Pasila. Dumping ground.",60.2,24.93,55,0.0395,33.5,"CDM:ATA",7206628,135458,1,18.3,7359,1,110.7
"batch01","TROM_V_66976","TROM_V_66976_sg","Ajuga reptans","Lamiaceae",38596,38596,,22/05/1973,"May","Harald Knutz,","Denmark","Denmark, Ved `Knapstien`, Aabenraa (distr.48)",55.057,9.458,45,0.0285,8.64,"CDM:AGE",8529436,150259,1,334.8,"NA","NA","NA"
"batch01","TROM_V_64976","TROM_V_64976_sg","Alchemilla norvegica","Rosaceae",1892839,23138,"Used the TaxonID from Alchemilla",01/07/1978,"July","Molster, Liv","Norway","Norway, Finnmark, Alta, Tverrelvdalen.",69.9456,23.4302,40,0.0163,6,"BXA:CAG",9749226,110236,70,84.6,"NA","NA","NA"
"batch01","TROM_V_650840","TROM_V_650840_sg","Androsace septentrionalis","Primulaceae",184985,184985,,29/07/1986,"July","Thannheiser, Dietbert","Canada","Canada, Nunavut, Nunavut: Victoria Island: Richardson Island",68.5609,-110.661,32,0.0169,4.16,"CDM:AIU",9872108,150483,1,194.9,"NA","NA","NA"
"batch01","TROM_V_650845","TROM_V_650845_sg","Anemone parviflora","Ranunculaceae",666727,666727,,14/07/1973,"July","Thannheiser, Dietbert","Canada","Canada, Northwest Territories, Northwest Territories: Banks Island: Sachs Harbour",69.5542,-93.5054,45,0.0236,6.5,"CDM:AFA",14810708,160792,1,328.1,"NA","NA","NA"
"batch01","TROM_V_16583","TROM_V_16583_sg","Artemisia absinthium","Asteraceae",72332,72332,,31/07/1972,"July","Granmo, Alfred","Norway","Norway, Oppland, Oyer, Oyer i Gudbrandsdalen.",63.3108,10.1796,45,0.0192,56.8,"BXA:BIL",9581122,9776,6,12.9,7922,1,108.6
"batch01","TROM_V_89752","TROM_V_89752_sg","Artemisia borealis","Asteraceae",401879,401879,,15/08/1986,"August","Thannheiser, Dietbert","Canada","Canada, Northwest Territories, Northwest Territories: Victoria Island, Minto Inlet.",71.2925,-116.932,31,0.0299,63,"BXA:CDX",9678394,150972,1,36.3,7544,1,36.3
"batch01","TROM_V_89749","TROM_V_89749_sg","artemisia borealis subsp. richardsoniana","Asteraceae",401881,401881,,15/08/1986,"August","Thannheiser, Dietbert","Canada","Canada, Northwest Territories, Northwest Territories: Victoria Island, Minto Inlet.",71.2925,-116.932,32,0.0188,37.6,"BXA:CDW",8554686,302634,1,26.5,"NA","NA","NA"
"batch01","TROM_V_89769","TROM_V_89769_sg","Artemisia tilesii","Asteraceae",200866,200866,,17/07/1973,"July","Thannheiser, Dietbert","Canada","Canada, Northwest Territories, Northwest Territories: Banks Island, Sachs Harbour.",69.5542,-93.5054,45,0.0213,7.06,"CDM:AEZ",9515720,126700,4,30.3,"NA","NA","NA"
"batch01","TROM_V_89771","TROM_V_89771_sg","Astragalus richardsonii","Fabaceae",989179,989179,,11/07/1973,"July","Thannheiser, Dietbert","Canada","Canada, Northwest Territories, Northwest Territories: Banks Island, Sachs Harbour.",69.5542,-93.5054,44,0.0445,41.6,"BXA:CDV",9034134,123889,1,481.3,8020,1,490.6
"batch01","TROM_V_25179","TROM_V_25179_sg","Berteroa incana","Brassicaceae",228874,228874,,16/07/1944,"July","Benum, Peter","Norway","Norway, Troms, Harstad, Harstad: Trondenes: ved hagemur i Trondenes-",68.8035,16.54,74,0.0213,7.28,"BXA:AVR",8196732,127090,7,77.7,"NA","NA","NA"
"batch01","TROM_V_82019","TROM_V_82019_sg","Calamagrostis purpurea","Poaceae",570168,570168,,21/07/2000,"July","Skifte, Astha: Skifte, Ola","Norway","Norway, Troms, Gratangen, Skifte, ytre - indre: ovre Skifte.",68.4425,17.4507,18,0.0205,21.5,"BXA:BLB",10098772,105145,13,12.7,"NA","NA","NA"
"batch01","TROM_V_90267","TROM_V_90267_sg","caltha arctica","Ranunculaceae",669642,669642,,16/07/1986,"July","Thannheiser, Dietbert","Canada","Canada, Nunavut, Nunavut: Victoria Island, Cambridge Bay.",69.1147,-105.092,32,0.0229,20.8,"BXA:CDR",9452320,130132,15,18.5,"NA","NA","NA"
"batch01","TROM_V_90311","TROM_V_90311_sg","Cardamine digitata","Brassicaceae",558113,558113,,08/07/1973,"July","Thannheiser, Dietbert","Canada","Canada, Northwest Territories, Northwest Territories: Banks Island, Sachs Harbour..",69.5542,-93.5054,45,0.019,4.44,"CDM:AKB",12568532,155552,1,466.8,"NA","NA","NA"
"batch01","TROM_V_90269","TROM_V_90269_sg","Cerastium beeringianum","Caryophyllaceae",271549,271549,,16/07/1986,"July","Thannheiser, Dietbert","Canada","Canada, Nunavut, Nunavut: Victoria Island, Cambridge Bay.",69.1147,-105.092,31,0.0218,14.1,"BXA:CDP",8609386,411531,1,30.7,15124,1,39
"batch01","TROM_V_163090","TROM_V_163090_sg","Dasiphora fruticosa","Rosaceae",32239,32239,,10/03/2000,"March","Gamst, Solveig Bjerke","Norway","Norway, Troms, Tromso, Tromsoya: Langnes, pa grushaug naer den nedlagte",69.6812,18.9172,17,0.0292,28.9,"BXA:AFG",8149860,"NA","NA","NA",5952,1,752.6
"batch01","TROM_V_201537","TROM_V_201537_sg","Draba juvenilis","Brassicaceae",311943,311943,,28/07/1972,"July","Eie, Sigrid","United States","United States, Alaska, Alaska Range: Richardson Hughway, east of Rainbow Mountain at the radio station.",63.3085,-145.63,45,0.0206,11.9,"BXA:CJP",9385180,153759,1,301.5,8417,1,300.6
"batch01","TROM_V_201503","TROM_V_201503_sg","Dryas ajanensis","Rosaceae",669668,669668,,20/07/1972,"July","Eie, Sigrid: Knaben, Gunvor","United States","United States, Alaska, McKinley National Park, Cathedral Mountain, locality `5`.",62.4189,-152.622,46,0.0261,3.92,"CDM:AIR",11150866,"NA","NA","NA",6851,1,2064.1
"batch01","TROM_V_201494","TROM_V_201494_sg","Dryas integrifolia","Rosaceae",395290,395290,,22/07/1972,"July","Eie, Sigrid: Knaben, Gunvor","United States","United States, Alaska, Alaska Range: McKinley Park: Near McKinley River, bar W of Muldrow Glacier.",63.3506,-150.989,46,0.0221,4.88,"CDM:AIQ",12390520,158331,1,119.5,6508,1,1867.5
"batch01","TROM_V_201917","TROM_V_201917_sg","Elymus sajanensis ssp Hyperarcticus","Poaceae",1301356,1301356,,30/07/1972,"July","Eie, Sigrid","United States","United States, Alaska, McKinley National Park Stony Dome area, mountain to southwest of Long Tailed Jaeger Sign.",63.4507,-150.208,45,0.0231,71.2,"BXA:CLY",9620098,211566,1,21.3,"NA","NA","NA"
"batch01","TROM_V_135798","TROM_V_135798_sg","Erigeron denalii","Asteraceae",2042663,2042663,,28/07/1972,"July","Eie, Sigrid","United States","United States, Alaska, Alaska Range, Richardson Highway, east of Rainbow Mountain at the radio station.",63.3085,-145.63,46,0.0271,36,"CDM:ADB",11611498,152271,1,397.8,"NA","NA","NA"
"batch01","TROM_V_90232","TROM_V_90232_sg","erysimum pallasii","Brassicaceae",669694,669694,,26/07/1971,"July","Thannheiser, Dietbert","Canada","Canada, Nunavut, Nunavut: Boothia Isthmus, Spence Bay.",69.5542,-93.5054,47,0.0216,18.8,"BXA:CHC",8863658,154621,1,401.8,"NA","NA","NA"
"batch01","TROM_V_20791","TROM_V_20791_sg","Gagea lutea","Liliaceae",82209,82209,,20/05/1989,"May","Reiersen, Johannes","Norway","Norway, Troms, Dyroy, Dyroya: Naer Mikkelbostad. Blandingsskog m. or,",69.0213,17.3745,28,0.0203,43.6,"BXA:APN",12472294,126568,16,96.3,7765,1,212
"batch01","TROM_V_89632","TROM_V_89632_sg","Gentianella propinqua","Gentianaceae",137116,137116,,14/08/1998,"August","Thannheiser, Dietbert","Canada","Canada, Northwest Territories, Victoria Island NWT.: Richardson Bay, Johansen Bay.",68.5845,-110.973,20,0.0247,16.4,"CDM:AMZ",10631524,"NA","NA","NA",6840,1,606.3
"batch01","TROM_V_89636","TROM_V_89636_sg","Hedysarum boreale var. mackenziei","Fabaceae",759843,759843,,23/07/1983,"July","Thannheiser, Dietbert","Canada","Canada, Northwest Territories, Boothia Peninsula NWT.: Spence Bay.",69.5542,-93.5054,35,0.0435,53.4,"CDM:AMW",11980714,121540,1,266.5,7356,1,972.6
"batch01","TROM_V_130540","TROM_V_130540_sg","Hierochloe australis","Poaceae",389631,389631,,28/05/1992,"May","Lampinen, Raino","Finland","Finland, Etelae-Haeme, [Tavastia australis] South Haeme (EH/Ta).",63.4702,26.5609,25,0.0177,58,"BXA:APQ",11012910,110350,9,20.1,8847,1,353.2
"batch01","TROM_V_201113","TROM_V_201113_sg","Hordeum distichon","Poaceae",1288821,1288821,,21/09/2008,"September","Sortland, Andy","Russian Federation","Russian Federation, Russia, Murmanskaya Oblast, Murmansk, southern part of the city, near Kolkin bridge.",68.9081,33.072,9,0.021,50.2,"BXA:CMD",10305786,113231,8,17,8265,1,736.5
"batch01","TROM_V_90239","TROM_V_90239_sg","Hulteniella integrifolia","Asteraceae",669707,669707,,15/07/1971,"July","Thannheiser, Dietbert","Canada","Canada, Nunavut, Nunavut: Boothia Isthmus, Spence Bay.",69.5542,-93.5054,47,0.0223,10.2,"CDM:AMU",10358330,121294,21,21.1,6609,1,153
"batch01","TROM_V_135881","TROM_V_135881_sg","Kobresia simpliciuscula","Cyperaceae",46331,46331,,28/07/1989,"July","Elvebakk, Arve","Canada","Canada, Nunavut, Devon Island, Truelove Valley near Beschel Creek.",75.1861,-81.9561,28,0.0155,11.5,"BXA:CJV",5312064,"NA","NA","NA",6725,1,63.8
"batch01","TROM_V_966157","TROM_V_966157_sg","Lilium bulbiferum","Liliaceae",84044,84044,,26/08/2010,"August","Alm, Torbjorn","Norway","Norway, Troms, Harstad, Bjarkoya: Nergardshamn, ved veienden i ost, pa den gamle avfallsplassen.",69.01,16.5034,7,0.0225,33,"BXA:APD",12157274,152686,1,80.1,6210,1,16.8
"batch01","TROM_V_87582","TROM_V_87582_sg","Braya humilis ssp. Arctica","Brassicaceae",98020,98020,,16/08/1986,"August","Thannheiser, Dietbert","Canada","Canada, Northwest Territories, Minto Julet, Victoria Isl. N. W. T..",71.2925,-116.932,32,0.0228,11.3,"BXA:CJS",13833370,153700,1,260.4,"NA","NA","NA"
"batch01","TROM_V_163633","TROM_V_163633_sg","Ornithopus perpusillus","Fabaceae",181291,181291,,22/05/1973,"May","Knutz, Harald","Denmark","Denmark, Rugbjerg, Osterlogum sogn (distr. 51)",55.128,9.30685,44,0.0227,26.7,"BXA:AHC",10077830,126914,13,31,7217,1,653.5
"batch01","TROM_V_89707","TROM_V_89707_sg","Oxytropis arctobia","Fabaceae",747378,747378,,26/07/1971,"July","Thannheiser, Dietbert","Canada","Canada, Nunavut, Nunavut: Boothia Island. Spence Bay.Nallung Flugpiste.",69.5542,-93.5054,47,0.0206,7.84,"CDM:AFZ",11006458,129678,49,129.5,"NA","NA","NA"
"batch01","TROM_V_201900","TROM_V_201900_sg","Oxytropis borealis","Fabaceae",395294,395294,,20/07/1972,"July","Eie, Sigrid: Knaben, Gunvor","United States","United States, Alaska, McKinley National Park, Cathedral Mountain, locality `5`.",62.4189,-152.622,46,0.0177,11.8,"CDM:AMO",9624214,116639,15,41.6,9260,1,782.2
"batch01","TROM_V_201898","TROM_V_201898_sg","Oxytropis bryophila","Fabaceae",180084,180084,,20/07/1972,"July","Knaben, Gunvor","United States","United States, Alaska, McKinley Park: Cathedral Mountain.",62.4189,-152.622,46,0.028,46.2,"CDM:AMN",10318334,123484,1,178.6,7203,1,957
"batch01","TROM_V_201899","TROM_V_201899_sg","Oxytropis huddelsonii","Fabaceae",2005307,2005307,,28/07/1972,"July","Eie, Sigrid","United States","United States, Alaska, Alaska Range: Richardson Highway, east of Rainbow Mountain at the radio station.",63.3085,-145.63,46,0.0191,7.72,"CDM:AFY",13781334,129858,50,105.8,"NA","NA","NA"
"batch01","TROM_V_201888","TROM_V_201888_sg","Papaver keelei","Papaveraceae",2042668,2042668,,16/07/1972,"July","Knaben, Gunvor: Eie, Sigrid","United States","United States, Alaska, Central: Steese Highway, Mile 12, east of Road House, west of Eagle Summit Path.",65.4844,-145.404,46,0.0261,52,"CDM:AMK",10057556,153845,1,59.5,7530,1,295.8
"batch01","TROM_V_201872","TROM_V_201872_sg","Papaver mcconnellii","Papaveraceae",669754,669754,,20/07/1972,"July","Eie, Sigrid: Knaben, Gunvor","United States","United States, Alaska, McKinley National Park, Cathedral Mountain, locaity `6`, overst og toppen.",62.4189,-152.622,46,0.0418,27.8,"CDM:AMI",10368692,153687,1,138.1,7251,1,240.5
