"Project name","Tromso herbarium code","BOLD code","Species","Family","NCBI TaxonID","NCBI corrected TaxonID","NCBI TaxonID note","Collection date","Collection month","Sample collector","Country","Sampling location","Sampling latitude","Sampling longitude","Sample age when extracted","Weight of extracted material","Extraction concentration (ng/uL)","library","read_count","Chloroplast length","Chloroplast contigs","Chloroplast coverage","nrDNA length","nrDNA contigs","nrDNA coverage"
"batch01","TROM_V_149280","TROM_V_149280_sg","Alchemilla propinqua","Rosaceae",1891446,23138,"Used the TaxonID from Alchemilla",30/08/2003,"August","Alm, Torbjorn","Norway","Norway, Tromso, Troms, Skjelnan, ved tankanlegget.",69.6988,19.0822,14,0.0203,31,"BXA:AMN",12085132,127214,11,159.9,7338,1,303.4
"batch01","TROM_V_54758","TROM_V_54758_sg","Alchemilla sarmatica","Rosaceae",2005300,2005300,,26/07/1996,"July","Alm, Torbjorn; Alsos, Inger Greve; Often, Anders","Russian Federation","Russian Federation, Murmansk Oblast, Murmansk: Pechenga, Kaitakoski.",68.9398,28.6085,22,0.032,47.2,"CDM:ACQ",9571680,151992,1,87.6,"NA","NA","NA"
"batch01","TROM_V_85710","TROM_V_85710_sg","Alchemilla semilunaris","Rosaceae",1891447,23138,"Used the TaxonID from Alchemilla",07/07/2002,"July","Piirainen, Mikko","Norway","Norway, Sor-Varanger, Finnmark, East Finnmark: SSE of Snevebukta (on the E side of Bokfjorden, opposite to Kirkenes), between Jakobsnes and Svartaksla, in the N part of the meadow area called Snevejordet.",69.7207,30.1316,17,0.0198,24.6,"BXA:AMM",11858410,127162,13,70.5,9186,1,806.9
"batch01","TROM_V_134729","TROM_V_134729_sg","Alchemilla semidivisa","Rosaceae",23138,23138,,18/07/1994,"July","Ericsson, Stefan","Norway","Norway, Norddal, More og Romsdal, 2,6, km NNE Tafjord wharf. On the outermost rim of Muldalen, 200 m SE Muldal.",62.2576,7.4393,24,0.0322,18,"CDM:ACO",10806060,121370,16,17.4,"NA","NA","NA"
"batch01","TROM_V_651702","TROM_V_651702_sg","Alchemilla subcrenata","Rosaceae",1844630,1844630,,11/06/2008,"June","Skoglund, Trond","Norway","Norway, Meloy, Nordland, Meloya: Skagen.",66.8384,13.3959,9,0.0157,20.3,"BXA:AMQ",4360488,126628,5,84,7328,1,176
"batch01","TROM_V_160380","TROM_V_160380_sg","Alchemilla vulgaris","Rosaceae",49855,49855,,17/08/1999,"August","Alm, Torbjorn","Norway","Norway, Sor-Varanger, Finnmark, Kirkenes: NV av Rundvannet.",69.6853,30.0697,18,0.0226,10.1,"BXA:AMA",6400304,125652,17,22.6,8718,1,89.9
"batch01","TROM_V_92197","TROM_V_92197_sg","Alchemilla wichurae","Rosaceae",1572674,1572674,,18/06/2006,"June","Haug, Janiche","Norway","Norway, Harstad, Troms, Krottoya: Rett nord for Stormyra.",0.6915,11.0136,12,0.0165,9.17,"BXA:BKR",8549364,126604,10,28.1,"NA","NA","NA"
"batch01","TROM_V_965170","TROM_V_965170_sg","Alliaria petiolata","Brassicaceae",126270,126270,,21/06/2003,"June","Alm, Torbjorn; Berg, Tore; Gamst, Unni Bjerke; Often, Anders","Norway","Norway, Oslo, Oslo fylke, Oslofjorden: Skilpadda.",59.8761,10.7728,15,0.0201,51.2,"CDM:AAI",7720466,153317,1,77.9,"NA","NA","NA"
"batch01","TROM_V_350918","TROM_V_350918_sg","Allium cepa","Amaryllidaceae",4679,4679,,25/08/2008,"August","Alsos, Inger Greve; Ware, Chris J.","Norway","Norway, Nordenskiold Land, Svalbard, Barentsburg. North side of building on the lower road.",78.0632,14.2009,9,0.0234,51.2,"BXA:ASR",9954200,153190,1,46,7864,1,173.6
"batch01","TROM_V_964855","TROM_V_964855_sg","Allium schoenoprasum","Amaryllidaceae",74900,74900,,22/08/2002,"August","Alm, Torbjorn; Iversen, Marianne","Norway","Norway, Seiland: Lille Kufjord, i fjordbunnen.",70.3621,22.9665,16,0.0515,18.7,"CDM:AUZ",9991042,123176,17,14.9,"NA","NA","NA"
"batch01","TROM_V_963582","TROM_V_963582_sg","Allium schoenoprasum subsp. nova","Amaryllidaceae",1891450,74900,"Used the TaxonID from Allium schoenoprasum",19/07/2006,"July","Alm, Torbjorn; Gamst, Unni Bjerke; Palmer, Marion","Norway","Norway, Kvalsund, Finnmark, Vargsundet: Saraby, ved veienden.",70.3797,23.569,12,0.0193,19.83,"BXA:BKS",9162316,152901,1,101.6,"NA","NA","NA"
"batch01","TROM_V_133924","TROM_V_133924_sg","Allium victorialis","Amaryllidaceae",88845,88845,,25/06/2009,"June","osterkloft, Bernt-Gunnar","Norway","Norway, Fauske, Nordland, Bringsli.",67.3457,15.2094,8,0.024,140,"BXA:ARV",9822800,127302,5,24.7,8589,1,199.6
"batch01","TROM_V_965224","TROM_V_965224_sg","Alnus glutinosa","Betulaceae",3517,3517,,26/06/2003,"June","Alm, Torbjorn; Gamst, Unni Bjerke","Norway","Norway, Trogstad, ostfold, Mastad: Bastad, ved veien fra Mastad til Mastadtjern.",59.7248,11.3446,15,0.0349,39,"CDM:AAH",8371542,135018,28,39.1,"NA","NA","NA"
"batch01","TROM_V_96955","TROM_V_96955_sg","Alnus incana","Betulaceae",3516,3516,,14/07/2008,"juli","osterkloft, Bernt-Gunnar","Norway","Norway, Bodo, Nordland, Bodo, Bodin Lopsmark, Daglia, raset.",67.3124,14.461,8,0.0233,56.7,"BMB:LQ",7583368,124079,22,20.5,"NA","NA","NA"
"batch01","TROM_V_968143","TROM_V_968143_sg","Alnus incana ssp Kolaensis","Betulaceae",366499,366499,,21/07/2015,"July","Gamst, Unni Bjerke","Norway","Norway, Alta, Finnmark, Seiland: Hakkkstabben, Oldervika, ved elva fra Oldervikvannet naer utlopet i sjoen.",70.2796,23.1207,2,0.0215,11.7,"BXA:CJH",9089666,160846,1,97.9,8209,1,62.2
"batch01","TROM_V_962166","TROM_V_962166_sg","Alnus incana subsp kolaensis","Betulaceae",366499,366499,,03/06/2007,"June","Alm, Torbjorn; Gamst, Unni Bjerke","Norway","Norway, Alta, Finnmark, Langfjorden: Bognelvdalen, i lia nord for Korselva.",69.9939,22.3369,10,0.0186,38.7,"BXA:ALF",12504702,135376,5,836.6,8209,1,448.9
"batch01","TROM_V_135739","TROM_V_135739_sg","Alnus viridis ssp Crispa","Betulaceae",3518,3518,,19/07/1979,"July","Hanfgarn, Soren","Greenland","Greenland, W. Greenland, Fiskefjord, cove E of Quertat.",64.9833,-51.2833,38,0.0269,13.4,"BXA:CLM",5962038,160558,1,188.3,8078,1,326.5
"batch01","TROM_V_200427","TROM_V_200427_sg","Alnus viridis ssp Fruticosa","Betulaceae",38784,38784,,25/06/2004,"June","Alsos, Inger Greve; Tribsch, Andreas","Russian Federation","Russian Federation, Nenets Autonomous Okrug, [Russia] Nenetsky Autonomous Okrug, Pechora Valley: Naryan Mar, village Fakel S Iskateley.",67.66,53.1136,13,0.0212,84,"BXA:CDY",7560478,160497,1,169.9,7947,1,319.4
"batch01","TROM_V_64732","TROM_V_64732_sg","Alopecurus aequalis","Poaceae",114194,114194,,22/08/1997,"August","Alm, Torbjorn; Often, Anders","Norway","Norway, Vadso, Finnmark, Varangerhalvoya: Skallbukta, liten tjonn i sorvest, vest for veien.",70.1541,30.3205,20,0.0198,60.8,"BXA:ARK",7801282,115603,10,21.1,"NA","NA","NA"
"batch01","TROM_V_86967","TROM_V_86967_sg","Alopecurus arundinaceus","Poaceae",1227975,1227975,,05/07/2001,"July","Ravolainen, Virve; Granmo, Alfred","Norway","Norway, Dyroy, Troms, Brostadbotn. Finnlandsholmen.",69.0888,17.6241,16,0.0193,60.4,"BXA:ARL",13827702,136149,1,111.5,6357,1,286.1
"batch01","TROM_V_966361","TROM_V_966361_sg","Alopecurus geniculatus","Poaceae",114195,114195,,22/09/2010,"september","Alm, Torbjorn","Norway","Norway, Alta, Finnmark, Bossekop, i sentrums-omradet.",69.9611,23.2393,6,0.0172,133.6,"BMB:DK",14060974,136376,1,121.5,7710,1,358.4
"batch01","TROM_V_202256","TROM_V_202256_sg","Alopecurus magellanicus","Poaceae",368342,368342,,09/09/2009,"September","Elven, Reidar","Norway","Norway, Nordenskiold Land, Svalbard, Longyearbyen, W side, Kjerka - Huset.",78.2151,15.6075,8,0.0229,157,"BXA:ASQ",12916886,214528,1,25,8094,1,268.1
"batch01","TROM_V_350926","TROM_V_350926_sg","Alopecurus magellanicus","Poaceae",368342,368342,,25/08/2008,"August","Alsos, Inger Greve; Ware, Chris J.","Norway","Norway, Nordenskiold Land, Svalbard, Barentsburg. North facing slope, down hill from piggery.",78.0722,14.2003,10,0.0202,120,"CDM:ANG",9225256,214499,1,33.9,"NA","NA","NA"
"batch01","TROM_V_202251","TROM_V_202251_sg","Alopecurus magellanicus","Poaceae",368342,368342,,23/07/2009,"July","Elven, Reidar","Svalbard","Svalbard, Fuglehuken, N point.",78.8903,10.477,9,0.0172,30,"CDM:ASN",25378886,214499,1,41.5,9069,1,516.2
"batch01","TROM_V_148839","TROM_V_148839_sg","Alopecurus pratensis","Poaceae",15304,15304,,20/07/2002,"July","Alm, Torbjorn; Gamst, Unni Bjerke","Norway","Norway, Varangerhalvoya: Sandfjordelva, stor or i elva sor for Syltevikmoan.",70.5071,30.4338,16,0.0337,44.9,"CDM:AUY",13002518,136164,1,23.3,6440,1,293.4
"batch01","TROM_V_62523","TROM_V_62523_sg","Alopecurus pratensis subsp pratensis","Poaceae",1891451,15304,"Use the TaxonID from Alopecurus pratensis",25/07/1996,"July","Alm, Torbjorn; Alsos, Inger Greve; Often, Anders","Norway","Norway, Sor-Varanger, Finnmark, Jarfjord, Stromsneset.",69.6693,30.3044,22,0.0234,13.6,"BXA:ARM",6689442,41546,35,14.9,7681,1,63
"batch01","TROM_V_135262","TROM_V_135262_sg","Alopecurus pratensis subsp pratensis","Poaceae",1891451,15304,"Use the TaxonID from Alopecurus pratensis",26/09/2011,"September","Ware, Chris J.; Lovibond, Sarah","Norway","Norway, Nordenskiold Land, Svalbard, Barentsburg.",78.0709,14.2012,6,0.0233,132,"BXA:ASP",15004988,136150,1,206.4,6664,1,472.6
"batch01","TROM_V_80050","TROM_V_80050_sg","Amaranthus retroflexus","Amaranthaceae",124763,124763,,21/08/1953,"August","Apold, Wilhelm","Norway","Norway, Hamaroy, Nordland, Hmaroy, Hellansas.",68.1415,15.6859,65,0.0419,9.04,"CDM:AEO",10392866,150703,1,260.2,"NA","NA","NA"
"batch01","TROM_V_148857","TROM_V_148857_sg","Ambrosia artemisiifolia","Asteraceae",4212,4212,,23/07/2002,"July","Alm, Torbjorn; Gamst, Unni Bjerke","Norway","Norway, Hammerfest, Finnmark, Kvaloya: Hammerfest: i bykjernen.",70.6617,23.6754,15,0.0197,24.2,"BXA:ALE",18357234,128422,9,687.4,9051,1,1990.4
"batch01","TROM_V_72249","TROM_V_72249_sg","Ammi majus","Apiaceae",48026,48026,,26/09/1998,"September","Nettelbladt, Mats","Norway","Norway, Beiarn, Nordland, Beiarn, Solheim.",67.0082,14.5744,19,0.0199,12.8,"BXA:ALD",12512574,153079,1,633.9,9728,1,1137.8
"batch01","TROM_V_89877","TROM_V_89877_sg","Anchusa arvensis","Boraginaceae",170545,170545,,27/06/1993,"June","Vagen, Inger","Norway","Norway, Baerum, Akershus, Solberg.",59.9109,10.5467,25,0.0456,120,"CDM:AAF",9877784,113143,24,16.6,"NA","NA","NA"
"batch01","TROM_V_147529","TROM_V_147529_sg","Andromeda polfolia","Ericaceae",95630,95630,,22/08/2002,"august","Alm, Torbjorn; Iversen, Marianne","Norway","Norway, Hammerfest, Finnmark, Seiland: Bardfjorden, i fjordbunnen.",70.4081,22.9496,14,0.0295,14.5,"BMB:DB",7970454,"NA","NA","NA",7124,1,402.4
"batch01","TROM_V_300246","TROM_V_300246_sg","Andromeda polifolia ssp Glaucophylla","Ericaceae",95630,95630,,05/08/1972,"August","Andersen, Henrik; Feilberg, Jon","Greenland","Greenland, W. Greenland, Graedefjorden, Kugssup alangua.",63.3667,-50.8333,45,0.0332,11.8,"BXA:CLN",7255010,"NA","NA","NA",9908,1,344.3
"batch01","TROM_V_300259","TROM_V_300259_sg","androsace chamaejasme","Primulaceae",175028,175028,,19/07/1972,"July","Eie, Sigrid; Knaben, Gunvor","United States","United States, Alaska, Mt McKinley National Park, Cathedral Mt., treeline area, station of Zigadenus elegans.",63.1,-151.1833,46,0.0218,19.3,"BXA:CGQ",9079372,152706,1,40.1,"NA","NA","NA"
"batch01","TROM_V_82711","TROM_V_82711_sg","Anemone canadensis","Ranunculaceae",167997,167997,,28/07/2000,"July","Nettelbladt, Mats","Norway","Norway, Bodo, Nordland, Bodo, Gronnasen, Koch-hagen.",67.2787,14.4699,17,0.0215,69.2,"BXA:ALK",6844792,15177,8,12.5,6107,1,107
"batch01","TROM_V_300277","TROM_V_300277_sg","anemone multiceps","Ranunculaceae",669618,669618,,28/07/1972,"July","Knaben, Gunvor","United States","United States, Alaska, Seaward Peninsula, Nome, Below Arctic Creek at Cleveland Creek.",64.5119,-165.4097,46,0.0491,14.7,"BXA:CGR",9415540,161216,1,166.9,"NA","NA","NA"
"batch01","TROM_V_300280","TROM_V_300280_sg","Anemone narcissiflora ssp Sibirica","Ranunculaceae",669619,669619,,14/07/1972,"July","Eie, Sigrid; Knaben, Gunvor","United States","United States, Alaska, Steese Highway, Pinnell Mountain Trail.",65.4914,-145.7014,45,0.0191,30.4,"BXA:CLO",4874762,115499,15,15.9,2407,1,9.2
"batch01","TROM_V_149521","TROM_V_149521_sg","Anemone nemorosa","Ranunculaceae",37489,37489,,29/05/2004,"May","Land, Berit","Norway","Norway, Loppa, Finnmark, Bergsfjord.",70.2505,21.7955,13,0.0211,60,"BXA:ALI",6138416,160818,1,69.4,6724,1,20.1
"batch01","TROM_V_135740","TROM_V_135740_sg","Anemone patens","Ranunculaceae",387931,387931,,10/06/2006,"June","Lindstrom","United States","United States, Alaska, Arctic America, King Point.",60.9833,-150.3667,12,0.0833,10.2,"CDM:ALI",13906922,4228,12,774.1,"NA","NA","NA"
"batch01","TROM_V_167334","TROM_V_167334_sg","Anemone ranunculoides","Ranunculaceae",168005,168005,,31/05/1981,"May","Vorren, B.; Vorren, Karl-Dag","Norway","Norway, Balsfjord, Troms, Laksvatn, ovafor E 78.",69.3773,19.359,36,0.0203,89.6,"BXA:ALH",9700036,161151,1,87.6,6463,1,23
"batch01","TROM_V_69697","TROM_V_69697_sg","Anethum graveolens","Apiaceae",40922,40922,,02/10/1965,"October","Anderssen, Harald","Norway","Norway, Bodo, Nordland, Bodo, Bodin, Hammerviken.",67.2761,14.3389,52,0.0215,30.1,"BXA:ALG",11125774,153661,1,399.5,9874,1,892.4
"batch01","TROM_V_147636","TROM_V_147636_sg","Angelica archangelica aechengelica","Apiaceae",1623464,40949,"Used the TaxonID from Angelica archangelica",14/09/2002,"september","Alm, Torbjorn; Gamst, Unni Bjerke","Norway","Norway, Tromso, Troms, Tromso: Grotsundet, Joviknes.",69.7857,19.4349,14,0.0283,233.6,"BMB:CH",8183832,145943,1,18,7215,1,351.1
"batch01","TROM_V_23380","TROM_V_23380_sg","Angelica archangelica litoralis","Apiaceae",1623465,40949,"Used the TaxonID from Angelica archangelica",29/07/1987,"juli","Reiersen, Helga; Reiersen, Johannes","Norway","Norway, Rost, Nordland, Rost: Sandoy (Italieneroya).",67.4486,11.9098,29,0.0258,189.9,"BMB:BG",9067596,128005,7,18.4,7215,1,484.4
"batch01","TROM_V_201019","TROM_V_201019_sg","Antennaria alpina","Asteraceae",669621,669621,,15/07/2007,"juli","Skoglund, Trond","Norway","Norway, Meloy, Nordland, Meloy, Storglomvatnet, hoyde 858 pa halvoya mellom Storglomvatnet og Holmvatnet.",66.7262,14.1276,9,0.0199,61.1,"BMB:C",11772088,151733,1,44.1,9290,1,36.1
"batch01","TROM_V_300363","TROM_V_300363_sg","Antennaria alpina ssp canescens","Asteraceae",1301372,1301372,,22/07/1979,"July","Hanfgarn, Soren","Greenland","Greenland, W. Greenland, SW of Alangortoq.",64.9667,-51.2167,38,0.0252,23.6,"BXA:CGS",9187696,151712,1,23.6,6670,1,16.3
"batch01","TROM_V_135741","TROM_V_135741_sg","Antennaria alpina ssp Porsildii","Asteraceae",1891452,669621,"Used the TaxonID from Antennaria alpina",08/08/1982,"August","Bay, Christian; Fredskild, Bent","Greenland","Greenland, Jameson Land, 3 km SE of Gurreholm.",71.2,-24.5333,35,0.0195,67.2,"BXA:CLJ",11025542,151777,1,50.9,9247,1,41.8
"batch01","TROM_V_35768","TROM_V_35768_sg","Antennaria alpina ssp Porsildii","Asteraceae",1891452,669621,"Used the TaxonID from Antennaria alpina",12/08/1994,"August","Engelskjon, Torstein; Skifte, Ola","Norway","Norway, Nordreisa, Troms, Nordreisadalen, ovst i Puntadalen, naer herredsgrensa mot Kafjord. Ruvdnaruvza, sorostside av hoyde 878 m o.h.",69.367,21.1907,23,0.0216,55.2,"BXA:ALL",5998970,303585,1,22.4,9252,1,28.3
"batch01","TROM_V_68187","TROM_V_68187_sg","Antennaria dioica","Asteraceae",49054,49054,,01/09/1963,"september","Skifte, Ola","Norway","Norway, Nordreisa, Troms, Javreoaivit (nordaust).",69.5463,21.2564,53,0.0281,93.8,"BMB:MM",11948400,127256,7,29.8,9196,1,33.1
"batch01","TROM_V_135742","TROM_V_135742_sg","antennaria friesiana","Asteraceae",49056,49056,,01/08/1972,"August","Eie, Sigrid","United States","United States, Alaska, Alaska Range, McKinley Park, between Muldrow Glacier Creek and Eielson Visitor Center.",63.4167,-150.3,46,0.038,23.6,"BXA:CGM",5489550,49441,21,13.8,"NA","NA","NA"
"batch01","TROM_V_300354","TROM_V_300354_sg","Antennaria monocephala","Asteraceae",49062,49062,,28/07/1972,"July","Eie, Sigrid","United States","United States, Alaska, Alaska Range, Richardson Highway, east of Rainbow Mountain at the radio station.",62.9333,-145.5167,45,0.026,60.2,"BXA:CLP",7688598,151668,1,30.1,9263,1,87.7
"batch01","TROM_V_135745","TROM_V_135745_sg","Antennaria monocephala ssp Angustata","Asteraceae",1301376,1301376,,05/08/1984,"August","Byrge, Helle; Fredskild, Bent; Michelsen, Anders","Greenland","Greenland, NW Disco, Rinks Dal, N of the river.",70.0667,-54.6333,33,0.0201,49.4,"BXA:CLI",6900984,151690,1,34.4,6274,1,32.6
"batch01","TROM_V_13198","TROM_V_13198_sg","Antennaria nordhageniana","Asteraceae",49064,49064,,13/08/1954,"August","Rune, Olof; Ronning, Olaf I.","Norway","Norway, Karasjok, Finnmark, Mt. Suoidnegaissa, SE-slope.",69.854,25.8552,64,0.0348,20.8,"CDM:AMF",10731674,184044,33,21.9,"NA","NA","NA"
"batch01","TROM_V_300360","TROM_V_300360_sg","Antennaria rosea","Asteraceae",669622,669622,,18/06/1950,"June","Cody, W. J.; Loan, C.C.","Canada","Canada, Northwest Territories, Mackenzie District, Ft. Smith.",60,-111.8833,68,0.0493,15,"CDM:ADG",12794902,121216,8,15.5,"NA","NA","NA"
"batch01","TROM_V_135743","TROM_V_135743_sg","Antennaria rosea","Asteraceae",669622,669622,,03/08/1987,"August","Fredskild, Bent","Greenland","Greenland, W. Greenland, Nugssuaq, Panigssap qaqa.",70.0667,-51.2167,31,0.024,18,"CDM:ADP",7784722,127438,8,16.6,"NA","NA","NA"
"batch01","TROM_V_135746","TROM_V_135746_sg","antennaria rosea subsp. pulvinata","Asteraceae",2065847,2065847,,30/07/1975,"July","Andersen, Lizzie; Hanfgarn, Soren","Greenland","Greenland, Disko, Kvandalen.",69.7333,-52.4167,43,0.021,22,"BXA:CGL",6829058,127738,12,15.3,"NA","NA","NA"
"batch01","TROM_V_102189","TROM_V_102189_sg","Antennaria villifera","Asteraceae",669623,669623,,04/08/1979,"August","Engelskjon, Torstein","Norway","Norway, Bardu, Troms, Bardu. [Altevatn sor] Rakkunbarri, N-botn N av h. 1537 m, ostsiden.",68.5785,19.3143,38,0.0187,32.5,"BXA:ALP",5941686,151688,1,74,8359,1,128.1
"batch01","TROM_V_1056","TROM_V_1056_sg","Anthemis arvensis","Asteraceae",127977,127977,,"00/09/1990","September","Sortland, Andy","Norway","Norway, Tromso, Troms, Tromsoya: Hamna.",69.7051,18.9719,28,0.0215,8.12,"BXA:CAD",10806574,149854,1,258,"NA","NA","NA"
"batch01","TROM_V_651108","TROM_V_651108_sg","Anthemis ruthenica","Asteraceae",589788,589788,,04/10/2005,"October","Sortland, Andy","Norway","Norway, Tromso, Troms, Tromsoya: Hamna: mellom Ringveien og fjaera.",69.707,18.9716,12,0.019,16.7,"BXA:ALN",7041972,125421,4,62.5,8946,1,263.6
"batch01","TROM_V_151344","TROM_V_151344_sg","Anthericum ramosum","Asparagaceae",81729,81729,,11/07/1984,"July","Elven, Reidar; Bevanger, K.","Sweden","Sweden, oland, oland: Stenasa: Stora Alvaret: So-sida av Mockelmossen,",65.334,21.7843,34,0.039,32,"CDM:AAE",7870350,131710,19,355.4,"NA","NA","NA"
"batch01","TROM_V_135872","TROM_V_135872_sg","Hierochloe odorata subsp. arctica","Poaceae",1426244,1426244,,23/06/1966,"June","Jorgensen, Lise Bolt; Larsson, Signe","Greenland","Greenland, Groenlandia occinentalis, Nigerdleq.",62.0667,-49.3333,52,0.0242,24,"CDM:ADI",7470392,48469,16,13.3,"NA","NA","NA"
"batch01","TROM_V_962409","TROM_V_962409_sg","Anthoxanthum nipponicum","Poaceae",669625,669625,,19/07/2003,"July","Alm, Torbjorn; Gamst, Unni Bjerke","Norway","Norway, Berlevag, Finnmark, Varangerhalvoya: vest for Kjolnes.",70.8524,29.2307,15,0.0194,5.76,"BXA:BTP",11008860,135515,1,184.2,"NA","NA","NA"
"batch01","TROM_V_650965","TROM_V_650965_sg","Anthoxanthum odoratum subsp odoratum","Poaceae",1211431,1211431,,22/06/2004,"June","Skoglund, Trond","Norway","Norway, Gildeskal, Nordland, Gildeskal: Innervika.",67.0831,14.3277,13,0.0181,71.6,"BXA:ARN",5316282,271498,1,27,9030,1,29.8
"batch01","TROM_V_162388","TROM_V_162388_sg","Anthriscus sylvestris","Apiaceae",48027,48027,,25/07/2000,"juli","Alm, Torbjorn; Gamst, Unni Bjerke","Norway","Norway, Alta, Finnmark, Fiskerelva/Oaggujohka: Ryggen sor for Rundvannet/ Coagesjavri.",69.87,22.7054,16,0.018,138.6,"BMB:BF",9817344,155089,1,89.6,7172,1,383.5
"batch01","TROM_V_964104","TROM_V_964104_sg","Anthyllis vulneraria","Fabaceae",118891,118891,,20/06/2004,"juni","Alm, Torbjorn; Gamst, Unni Bjerke; Lund, Leidulf","Norway","Norway, Ballangen, Nordland, Ballangen, Hafjellet, Kvitbergan.",68.3339,16.6057,12,0.0309,17.2,"BMB:ML",9204978,127969,11,370.3,6402,1,3965.2
"batch01","TROM_V_81991","TROM_V_81991_sg","Anthyllis vulneraria subsp. lapponica","Fabaceae",209194,209194,,17/08/1985,"August","Elvebakk, Arve","Norway","Norway, Alta, Finnmark, St. Raipas, Langstilla.",69.8935,23.2875,33,0.0551,2.14,"CDM:AJV",10423370,299860,1,153.7,"NA","NA","NA"
"batch01","TROM_V_135863","TROM_V_135863_sg","Anticlea elegans","Melanthiaceae",164833,164833,,20/07/1972,"July","Eie, Sigrid; Knaben, Gunvor","United States","United States, Alaska, Alaska Range, McKinley National Park, Cathedral Mountain.",63.05,-151,46,0.0224,9.28,"CDM:AFD",10000088,153575,1,239.9,"NA","NA","NA"
"batch01","TROM_V_38746","TROM_V_38746_sg","Arabidopsis arenosa","Brassicaceae",38785,38785,,02/08/1994,"August","Alm, Torbjorn; Brathen, Kari Anne; Often, Anders","Norway","Norway, Alta, Finnmark, Alta sentrum.",70.0249,23.2954,24,0.0224,8.12,"BXA:BTH",9526158,129184,4,646.2,"NA","NA","NA"
"batch01","TROM_V_300436","TROM_V_300436_sg","Arabidopsis kamtschatica","Brassicaceae",59690,59690,,04/08/1972,"August","Eie, Sigrid","United States","United States, Alaska, Kenai Peninsula, near Seward.",60.1,-149.4333,45,0.0182,13.9,"BXA:CGT",7922152,154715,1,187.1,9965,1,301.8
"batch01","TROM_V_79845","TROM_V_79845_sg","Arabidopsis thaliana","Brassicaceae",3702,3702,,27/05/2000,"May","Skoglund, Trond","Norway","Norway, Meloy, Nordland, Meloy: Gasvaer.",66.8785,13.4812,18,0.0192,7.92,"BXA:BAF",6537802,154497,1,315.5,6591,1,401.8
"batch01","TROM_V_148345","TROM_V_148345_sg","Arabis alpina","Brassicaceae",50452,50452,,18/07/2002,"July","Alm, Torbjorn; Gamst, Unni Bjerke","Norway","Norway, Batsfjord, Finnmark, Varangerhalvoya: vest for Syltevikvannet, So-aksla av Romsdalsbruna, dolomittrygg langs kammen i sorost.",70.5331,30.3713,16,0.017,8.5,"BXA:BKP",9136724,152792,1,216.5,"NA","NA","NA"
"batch01","TROM_V_76522","TROM_V_76522_sg","Arabis caucasica","Brassicaceae",50453,50453,,22/05/1989,"May","Reiersen, Johannes","Norway","Norway, Harstad, Troms, Ved Trondenes Kirke, ca. 100 m syd for kirka.",68.8217,16.575,29,0.02,11.83,"BXA:BIR",14774236,153102,1,456.9,"NA","NA","NA"
"batch01","TROM_V_140847","TROM_V_140847_sg","Arabis hirsuta","Brassicaceae",78191,78191,,24/06/2000,"June","Arnesen, Geir; Edvardsen, Hanne","Norway","Norway, Steigen, Nordland, Steigen: Alpoya, Rett sor for den ytterste garden.",67.7783,14.8472,18,0.0223,7.82,"BXA:AVN",8745188,153705,1,452.5,"NA","NA","NA"
"batch01","TROM_V_300431","TROM_V_300431_sg","arabis hirsuta subsp. pycnocarpa","Brassicaceae",571367,571367,,17/07/1972,"July","Eie, Sigrid; Knaben, Gunvor","United States","United States, Alaska, Alaska Range, Highway 3, Fairbanks to McKinley Park.",64.75,-148.2333,46,0.0209,39.8,"BXA:CFR",7210072,153483,1,325.7,"NA","NA","NA"
"batch01","TROM_V_45919","TROM_V_45919_sg","Arabis hirsuta var. subalpestre","Brassicaceae",1891453,78191,"Used the TaxonID from Arabis hirsuta",21/07/1995,"July","Alm, Torbjorn; Alsos, Inger Greve; Often, Anders","Norway","Norway, Alta, Finnmark, Altenes, under Svartberget.",70.0431,23.2711,23,0.0209,6.2,"BXA:BTI",5819362,153714,1,375.6,"NA","NA","NA"
"batch01","TROM_V_960265","TROM_V_960265_sg","Arctagrostis latifolia","Poaceae",227220,227220,,22/08/2005,"August","Alm, Torbjorn; Vange, Vibekke","Norway","Norway, Varangerhalvoya: Langbuneselva, vestsiden.",70.2619,30.7198,13,0.0469,38.5,"CDM:AVN",10457170,12552,4,11.7,7008,1,92.8
"batch01","TROM_V_135781","TROM_V_135781_sg","Arctanthemum arcticum","Asteraceae",99030,99030,,08/07/1937,"July","Norberg, Ingv. L.","United States","United States, Alaska, Prince William Sound, Hinchinbrook Island.",60.4,-146.5667,81,0.0457,9.32,"CDM:AEB",10238210,127365,7,73.8,"NA","NA","NA"
"batch01","TROM_V_85064","TROM_V_85064_sg","Arctium lappa","Asteraceae",4217,4217,,08/08/2001,"August","Saetra, Hartvig","Norway","Norway, Balsfjord, Troms, Malangen : Sorfjorden: Hamnvag, i hagen til Tordis Nilsen.",69.32,18.834,16,0.0217,72.4,"BXA:BKD",8947948,152707,1,51.2,9635,1,605
"batch01","TROM_V_75978","TROM_V_75978_sg","Arctium minus","Asteraceae",143172,143172,,01/09/1999,"September","Blixgard, Brynjulf","Norway","Norway, Nordreisa, Troms, Storslett: Straumfjordnes.",69.88,21.1954,18,0.02,23.6,"BXA:BIQ",9640964,152708,1,89.2,9566,1,750.4
